Progr;Date;Industrial Group;Industrial Group Descr;GKAM;Des GKAM;KAM;Des KAM;Sub Holding;Sub Holding Descr;P/N;Internal Company Code;Order Type Descr;Weight new booking;Q.TY;Currency;Exchange;Cost Currency Perc;Cost Euro Perc;Price Currency Perc;Price Euro Perc;Tot Cost Currency;Tot Cost Currency Weighted;Total Cost Euro;Total Cost Euro Weighted;Tot Turnover Currency;Tot Turnovr Curr Weighted;Tot Turnover Euro;Tot Turnover Euro Weighted;Weight per part (kg);Product Type;SOP Q_/YEAR Date;SOP+1 Euro;SOP+2 Euro;SOP+3 Euro;Macro Cod;Macro Application
4582;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS14480;10Y100PS;EXTENSION;0,50;323000,000;EUR;1,000000;31,630000;31,630000;26,000000;26,000000;102175,380000;51087,690000;102175,380000;51087,690000;83980,000000;41990,000000;83980,000000;41990,000000;0,060500;BOLTS;20230701;83980,000000;83980,000000;83980,000000;A10;Others
4583;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS98580;0FY080PS;EXTENSION;0,50;53472,220;EUR;1,000000;17,730000;17,730000;33,570000;33,570000;9479,470000;4739,740000;9479,470000;4739,740000;17951,690000;8975,850000;17951,690000;8975,850000;0,027000;BOLTS;20240101;11423,810000;17951,690000;17951,690000;A07;Body
4584;30/09/2023;003;OPTACOL GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;AGR;Company SPA;PS14480;0CY121PS;EXTENSION;0,50;323000,000;EUR;1,000000;26,620000;26,620000;38,000000;38,000000;85990,040000;42995,020000;85990,040000;42995,020000;122740,000000;61370,000000;122740,000000;61370,000000;0,105710;BOLTS;20230701;122740,000000;122740,000000;122740,000000;A10;Others
4585;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC96280;494012FC;EXTENSION;0,50;952380,950;EUR;1,000000;1,900000;1,900000;1,670000;1,670000;18075,130000;9037,570000;18075,130000;9037,570000;15904,760000;7952,380000;15904,760000;7952,380000;0,003000;SPECIAL SCREW;20240401;7952,380000;15904,760000;15904,760000;A08;Interiors
4586;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC96280;523143FC;EXTENSION;0,50;1111111,110;EUR;1,000000;5,430000;5,430000;6,360000;6,360000;60353,280000;30176,640000;60353,280000;30176,640000;70677,780000;35338,890000;70677,780000;35338,890000;0,009717;SPECIAL SCREW;20240401;35338,890000;70677,780000;70677,780000;A07;Body
4587;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC96280;H001FC;EXTENSION;0,50;1269841,270;EUR;1,000000;6,880000;6,880000;7,530000;7,530000;87426,590000;43713,290000;87426,590000;43713,290000;95619,050000;47809,520000;95619,050000;47809,520000;0,015090;BOLTS;20240401;47809,520000;95619,050000;95619,050000;A07;Body
4588;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98280;H151FC;EXTENSION;0,50;1250000,000;EUR;1,000000;15,700000;15,700000;17,850000;17,850000;196250,000000;98125,000000;196250,000000;98125,000000;223075,000000;111537,500000;223075,000000;111537,500000;0,047800;BOLTS;20240401;111537,500000;223075,000000;223075,000000;A07;Body
4589;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98280;H151FC;EXTENSION;0,50;2222222,220;EUR;1,000000;5,970000;5,970000;3,890000;3,890000;132666,670000;66333,330000;132666,670000;66333,330000;86488,890000;43244,440000;86488,890000;43244,440000;0,009430;BOLTS;20240401;43244,440000;86488,890000;86488,890000;A08;Interiors
4590;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC96780;V041FC;EXTENSION;0,50;500000,000;EUR;1,000000;22,190000;22,190000;24,250000;24,250000;110950,000000;55475,000000;110950,000000;55475,000000;121230,000000;60615,000000;121230,000000;60615,000000;0,064080;BOLTS;20240401;60615,000000;121230,000000;121230,000000;A07;Body
4591;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98280;V151FC;EXTENSION;0,50;444444,440;EUR;1,000000;5,530000;5,530000;6,620000;6,620000;24577,780000;12288,890000;24577,780000;12288,890000;29435,560000;14717,780000;29435,560000;14717,780000;0,017400;BOLTS;20240401;14717,780000;29435,560000;29435,560000;A07;Body
4592;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98280;V151FC;EXTENSION;0,50;958333,330;EUR;1,000000;4,990000;4,990000;5,370000;5,370000;47820,830000;23910,420000;47820,830000;23910,420000;51481,670000;25740,830000;51481,670000;25740,830000;0,015880;BOLTS;20240401;25740,830000;51481,670000;51481,670000;A07;Body
4593;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98080;H111FC;EXTENSION;0,50;847222,220;EUR;1,000000;16,100000;16,100000;21,200000;21,200000;136402,780000;68201,390000;136402,780000;68201,390000;179611,110000;89805,560000;179611,110000;89805,560000;0,050380;BOLTS;20240401;8980,560000;17961,110000;17961,110000;A07;Body
4594;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC96880;V130FC;EXTENSION;0,50;1587301,590;EUR;1,000000;4,930000;4,930000;4,830000;4,830000;78253,970000;39126,980000;78253,970000;39126,980000;76650,790000;38325,400000;76650,790000;38325,400000;0,011210;BOLTS;20240401;38325,400000;76650,790000;76650,790000;A07;Body
4595;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98080;V131FC;EXTENSION;0,50;1190476,190;EUR;1,000000;6,560000;6,560000;7,410000;7,410000;78095,240000;39047,620000;78095,240000;39047,620000;88214,290000;44107,140000;88214,290000;44107,140000;0,020970;BOLTS;20240401;44107,140000;88214,290000;88214,290000;A07;Body
4596;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98280;V151FC;EXTENSION;0,50;1368055,560;EUR;1,000000;3,240000;3,240000;3,370000;3,370000;44325,000000;22162,500000;44325,000000;22162,500000;46048,750000;23024,380000;46048,750000;23024,380000;0,008100;BOLTS;20240401;23024,380000;46048,750000;46048,750000;A07;Body
4597;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98080;V120FC;EXTENSION;0,50;3888888,890;EUR;1,000000;7,480000;7,480000;7,220000;7,220000;290888,890000;145444,440000;290888,890000;145444,440000;280777,780000;140388,890000;280777,780000;140388,890000;0,018700;BOLTS;20240401;140388,890000;280777,780000;280777,780000;A07;Body
4598;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC96780;V120FC;EXTENSION;0,50;611111,110;EUR;1,000000;11,210000;11,210000;10,380000;10,380000;68505,560000;34252,780000;68505,560000;34252,780000;63433,330000;31716,670000;63433,330000;31716,670000;0,028790;BOLTS;20240401;31716,670000;63433,330000;63433,330000;A07;Body
4599;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC98080;NZAFC;EXTENSION;0,50;268611,110;EUR;1,000000;54,990000;54,990000;56,980000;56,980000;147709,250000;73854,630000;147709,250000;73854,630000;153051,930000;76525,960000;153051,920000;76525,960000;0,163700;BOLTS;20240401;76525,960000;153051,920000;153051,920000;A07;Body
4600;30/09/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK79;Sales Customer GK79;FRA;Company France;FC96880;NZAFC;EXTENSION;0,50;111111,110;EUR;1,000000;28,360000;28,360000;30,060000;30,060000;31506,580000;15753,290000;31506,580000;15753,290000;33398,890000;16699,440000;33398,890000;16699,440000;0,069200;BOLTS;20240401;16699,440000;33398,890000;33398,890000;A07;Body
4601;30/09/2023;011;SITR GROUP;GKI2;Group Sales GKI2;GKI2;Sales Customer GKI2;CHN;CHN;SIMQ615;0C1140SI;EXTENSION;0,50;410001,000;CNY;6,750000;154,910000;22,950000;180,000000;26,670000;635132,550000;317566,270000;94093,710000;47046,860000;738001,800000;369000,900000;109333,600000;54666,800000;0,085000;BOLTS;20230701;54666,800000;109333,600000;109333,600000;A03;Engine
4602;30/09/2023;011;SITR GROUP;GKI2;Group Sales GKI2;GKI2;Sales Customer GKI2;CHN;CHN;SI20091;0C8181SI;EXTENSION;0,50;550000,000;CNY;6,750000;599,530000;88,820000;599,000000;88,740000;3297415,000000;1648707,500000;488505,930000;244252,960000;3294500,000000;1647250,000000;488074,070000;244037,040000;0,371000;BOLTS;20230701;244037,040000;488074,070000;488074,070000;A03;Engine
4603;30/09/2023;011;SITR GROUP;GKI2;Group Sales GKI2;GKI2;Sales Customer GKI2;CHN;CHN;SI20021;0E8182SI;EXTENSION;0,50;1003002,000;CNY;6,750000;909,990000;134,810000;916,000000;135,700000;9127197,840000;4563598,920000;1352177,460000;676088,730000;9187498,320000;4593749,160000;1361110,860000;680555,430000;0,495000;BOLTS;20230701;680555,430000;1361110,860000;1361110,860000;A03;Engine
4604;30/09/2023;011;SITR GROUP;GKI2;Group Sales GKI2;GKI2;Sales Customer GKI2;CHN;CHN;SI20033;0F8130SI;EXTENSION;0,50;500000,000;CNY;6,750000;160,450000;23,770000;156,000000;23,110000;802235,000000;401117,500000;118849,630000;59424,810000;780000,000000;390000,000000;115555,560000;57777,780000;0,082000;BOLTS;20230701;57777,780000;115555,560000;115555,560000;A03;Engine
4605;02/10/2023;010;FO G GROUP;GKF3;Group Sales GKF3;GKF3;Sales Customer GKF3;USA;Company USA;FOW7249;0C1161FO;NEW;1,00;1280000,000;USD;1,060000;87,840000;82,870000;90,000000;84,910000;1124352,000000;1124352,000000;1060709,430000;1060709,430000;1152000,000000;1152000,000000;1086792,450000;1086792,450000;0,269161;BOLTS;20250101;1208908,800000;1196819,500000;1184861,640000;;
4606;02/10/2023;063;GNTI GROUP;GKF0;Group Sales GKF0;GKF0;Sales Customer GKF0;USA;Company USA;GNA 000;NZAGN;NEW;1,00;1400000,000;USD;1,060000;28,610000;26,990000;34,330000;32,390000;400540,000000;400540,000000;377867,920000;377867,920000;480620,000000;480620,000000;453415,090000;453415,090000;0,082554;BOLTS;20240101;;;;;
4607;02/10/2023;063;GNTI GROUP;GKF0;Group Sales GKF0;GKF0;Sales Customer GKF0;USA;Company USA;GNA 000;NZAGN;NEW;1,00;700000,000;USD;1,060000;25,910000;24,440000;32,660000;30,810000;181370,000000;181370,000000;171103,770000;171103,770000;228620,000000;228620,000000;215679,250000;215679,250000;0,075750;BOLTS;20240101;;;;;
4608;02/10/2023;063;GNTI GROUP;GKF0;Group Sales GKF0;GKF0;Sales Customer GKF0;USA;Company USA;GNA 000;NZAGN;NEW;1,00;900000,000;USD;1,060000;11,460000;10,810000;15,400000;14,530000;103140,000000;103140,000000;97301,890000;97301,890000;138600,000000;138600,000000;130754,720000;130754,720000;0,029030;BOLTS;20240101;;;;;
4609;02/10/2023;063;GNTI GROUP;GKF0;Group Sales GKF0;GKF0;Sales Customer GKF0;USA;Company USA;GNA 000;NZAGN;NEW;1,00;1200000,000;USD;1,060000;18,950000;17,880000;23,450000;22,120000;227400,000000;227400,000000;214528,300000;214528,300000;281400,000000;281400,000000;265471,700000;265471,700000;0,049442;BOLTS;20240101;;;;;
4610;03/10/2023;409;FEAR GROUP;GKA6;Group Sales GKA6;GKA6;Sales Customer GKA6;ADT;Company ADT;FE00019;5U1060FE;NEW;1,00;1500,000;EUR;1,000000;16,800000;16,800000;22,990000;22,990000;252,000000;252,000000;252,000000;252,000000;344,850000;344,850000;344,850000;344,850000;0,002800;BOLTS;20231024;;;;A10;Others
4611;05/10/2023;197;FNGR GROUP;GKF5;Group Sales GKF5;GKF5;Sales Customer GKF5;USA;Company USA;FNPC -2;4G1081FN;MODIFICATION;0,50;717000,000;USD;1,060000;49,860000;47,040000;60,000000;56,600000;357496,200000;178748,100000;337260,570000;168630,280000;430200,000000;215100,000000;405849,060000;202924,530000;0,071020;BOLTS;20240101;;;;;
4612;05/10/2023;;;GK65;Group Sales GK65;GK65;Sales Customer GK65;USA;Company USA;11501;0025AW;EXTENSION;0,50;8300,000;USD;1,060000;6,800000;6,420000;13,000000;12,260000;564,480000;282,240000;532,530000;266,270000;1079,000000;539,500000;1017,920000;508,960000;0,014827;BOLTS;20250101;276,000000;276,000000;276,000000;;
4613;05/10/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;6J1121PE;REORDER;0,50;250,000;EUR;1,000000;14,750000;14,750000;64,240000;64,240000;36,880000;18,440000;36,880000;18,440000;160,600000;80,300000;160,600000;80,300000;0,036000;NUT;0;;;;;
4614;05/10/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C2100PE;REORDER;0,50;10000,000;EUR;1,000000;14,820000;14,820000;30,100000;30,100000;1482,000000;741,000000;1482,000000;741,000000;3010,000000;1505,000000;3010,000000;1505,000000;0,045900;BOLTS;0;;;;;
4615;05/10/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0F8120PE;REORDER;0,50;12650,000;EUR;1,000000;15,190000;15,190000;34,510000;34,510000;1921,540000;960,770000;1921,540000;960,770000;4365,510000;2182,760000;4365,520000;2182,760000;0,052000;BOLTS;0;;;;;
4616;05/10/2023;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE44865;0F2180RE;REORDER;0,50;80640,000;EUR;1,000000;33,540000;33,540000;68,650000;68,650000;27046,660000;13523,330000;27046,660000;13523,330000;55359,360000;27679,680000;55359,360000;27679,680000;0,180700;BOLTS;0;;;;;
4617;06/10/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;6J1121PE;REORDER;0,50;250,000;EUR;1,000000;14,750000;14,750000;64,750000;64,750000;36,880000;18,440000;36,880000;18,440000;161,880000;80,940000;161,880000;80,940000;0,036000;NUT;0;;;;;
4618;06/10/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;032140PE;REORDER;0,50;4970,000;EUR;1,000000;43,780000;43,780000;126,000000;126,000000;2175,870000;1087,930000;2175,870000;1087,930000;6262,200000;3131,100000;6262,200000;3131,100000;0,137000;BOLTS;0;;;;;
4619;09/10/2023;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;FRA;Company France;RE44525;V171CARE;NEW;1,00;75600,000;EUR;1,000000;12,900000;12,900000;46,000000;46,000000;9752,400000;9752,400000;9752,400000;9752,400000;34776,000000;34776,000000;34776,000000;34776,000000;0,028410;BOLTS;0;;;;;
4620;10/10/2023;004;FAIC GROUP;GK17;Group Sales GK17;GKF3;Sales Customer GKF3;USA;Company USA;FC065AA;661100FC;NEW;1,00;600000,000;USD;1,060000;27,030000;25,500000;42,000000;39,620000;162180,000000;162180,000000;153000,000000;153000,000000;252000,000000;252000,000000;237735,850000;237735,850000;0,052000;BOLTS;20250101;;;;;
4621;10/10/2023;004;FAIC GROUP;GK17;Group Sales GK17;GKF3;Sales Customer GKF3;USA;Company USA;FC065AA;0BY060FC;EXTENSION;0,50;1197237,000;USD;1,060000;4,320000;4,070000;7,000000;6,600000;51660,780000;25830,390000;48736,580000;24368,290000;83806,590000;41903,300000;79062,820000;39531,410000;0,007098;BOLTS;20250101;;;;;
4622;10/10/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;PEPH101;0C1100PE;REORDER;0,50;20000,000;EUR;1,000000;31,580000;31,580000;41,990000;41,990000;6316,000000;3158,000000;6316,000000;3158,000000;8398,000000;4199,000000;8398,000000;4199,000000;0,047000;BOLTS;0;;;;;
4623;10/10/2023;001;WIRT GROUP;GK20;Group Sales GK20;GK20;Sales Customer GK20;AGR;Company SPA;VON 901;02Y120VO;NEW;1,00;1700000,000;EUR;1,000000;18,370000;18,370000;22,580000;22,580000;312290,000000;312290,000000;312290,000000;312290,000000;383860,000000;383860,000000;383860,000000;383860,000000;0,053750;BOLTS;0;390000,000000;450000,000000;580000,000000;A08;Interiors
4624;11/10/2023;;;GK65;Group Sales GK65;GK65;Sales Customer GK65;USA;Company USA;061AA;0025AY;EXTENSION;0,50;286000,000;USD;1,060000;7,800000;7,360000;10,000000;9,430000;22313,720000;11156,860000;21050,680000;10525,340000;28600,000000;14300,000000;26981,130000;13490,570000;0,012578;BOLTS;20240701;;;;;
4625;11/10/2023;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;GER;Company Germany;RE5546R;2N0220RE;NEW;1,00;841328,000;EUR;1,000000;15,890000;15,890000;34,000000;34,000000;133687,020000;133687,020000;133687,020000;133687,020000;286051,520000;286051,520000;286051,520000;286051,520000;0,058000;AFP-C;0;;;;;
4626;11/10/2023;002;REUL GROUP;GK63;Group Sales GK63;GK63;Sales Customer GK63;GER;Company Germany;RE6253R;2N0250RE;NEW;1,00;248000,000;EUR;1,000000;24,500000;24,500000;51,000000;51,000000;60760,000000;60760,000000;60760,000000;60760,000000;126480,000000;126480,000000;126480,000000;126480,000000;0,107000;AFP-C;0;;;;;
4627;12/10/2023;409;FEAR GROUP;GKA6;Group Sales GKA6;GKA6;Sales Customer GKA6;ADT;Company ADT;FE06900;000985FE;NEW;1,00;15000,000;EUR;1,000000;29,450000;29,450000;68,300000;68,300000;4417,500000;4417,500000;4417,500000;4417,500000;10245,000000;10245,000000;10245,000000;10245,000000;0,166000;BOLTS;20230403;;;;A10;Others
4628;12/10/2023;126;PER  GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;GER;Company Germany;PEPH201;8D1101PE;REORDER;0,50;2600,000;EUR;1,000000;3,630000;3,630000;19,400000;19,400000;94,330000;47,160000;94,330000;47,160000;504,400000;252,200000;504,400000;252,200000;0,066000;NUT;0;;;;;
4629;12/10/2023;004;FAIC GROUP;GK17;Group Sales GK17;GK17;Sales Customer GK17;GER;Company Germany;FC72059;6R1081FC;REORDER;0,50;1600,000;EUR;1,000000;4,910000;4,910000;22,350000;22,350000;78,560000;39,280000;78,560000;39,280000;357,600000;178,800000;357,600000;178,800000;0,011000;NUT;0;;;;;
4630;16/10/2023;001;WIRT GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;VO4LA97;3V0280VO;NEW;1,00;40000,000;EUR;1,000000;6,200000;6,200000;12,000000;12,000000;2480,000000;2480,000000;2480,000000;2480,000000;4800,000000;4800,000000;4800,000000;4800,000000;0,003890;BOLTS;20240201;4800,000000;4800,000000;4800,000000;A07;Body
4631;16/10/2023;131;TIRI GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;TINH619;511100TI;NEW;1,00;612000,000;EUR;1,000000;6,790000;6,790000;14,700000;14,700000;41530,320000;41530,320000;41530,320000;41530,320000;89964,000000;89964,000000;89964,000000;89964,000000;0,036150;AFP-C;20240201;21000,000000;22000,000000;22000,000000;A10;Others
4632;16/10/2023;131;TIRI GROUP;GKA8;Group Sales GKA8;GKA8;Sales Customer GKA8;ADT;Company ADT;TINH739;541080TI;NEW;1,00;228000,000;EUR;1,000000;4,980000;4,980000;9,780000;9,780000;11354,400000;11354,400000;11354,400000;11354,400000;22298,400000;22298,400000;22298,400000;22298,400000;0,016100;BOLTS;20240201;110000,000000;120000,000000;120000,000000;A10;Others
4633;17/10/2023;037;BOH  GROUP;GK96;Group Sales GK96;GKC4;Sales Customer GKC4;CHN;CHN;BO0 259;NZABO;NEW;1,00;8000000,000;CNY;6,750000;68,400000;10,130000;85,000000;12,590000;5472000,000000;5472000,000000;810666,670000;810666,670000;6800000,000000;6800000,000000;1007407,410000;1007407,410000;0,019500;AFP-C;20250101;821356,320000;822826,670000;704266,670000;A02;Mobile
4634;17/10/2023;004;FAIC GROUP;GK17;Group Sales GK17;GKF3;Sales Customer GKF3;USA;Company USA;FC065AA;0184AYFC;EXTENSION;0,50;237919,000;USD;1,060000;15,610000;14,730000;21,780000;20,550000;37136,780000;18568,390000;35034,700000;17517,350000;51818,760000;25909,380000;48885,620000;24442,810000;0,042361;BOLTS;20240101;38159,000000;54928,000000;;;
4635;17/10/2023;069;REER GROUP;GK26;Group Sales GK26;GK26;Sales Customer GK26;AGR;Company SPA;RE40900;02H121RE;REORDER;0,50;6000,000;EUR;1,000000;26,500000;26,500000;55,730000;55,730000;1590,000000;795,000000;1590,000000;795,000000;3343,800000;1671,900000;3343,800000;1671,900000;0,097000;BOLTS;0;;;;;
4636;18/10/2023;;;GKA6;Group Sales GKA6;GKA6;Sales Customer GKA6;ADT;Company ADT;10133;692101;NEW;1,00;3000,000;EUR;1,000000;401,700000;401,700000;600,000000;600,000000;12051,000000;12051,000000;12051,000000;12051,000000;18000,000000;18000,000000;18000,000000;18000,000000;0,010000;BOLTS;20231117;;;;A10;Others
4637;19/10/2023;409;FEAR GROUP;GKA6;Group Sales GKA6;GKA6;Sales Customer GKA6;ADT;Company ADT;FE00043;55S100FE;NEW;1,00;2500,000;EUR;1,000000;114,000000;114,000000;186,000000;186,000000;2850,000000;2850,000000;2850,000000;2850,000000;4650,000000;4650,000000;4650,000000;4650,000000;0,012000;BOLTS;20231219;4650,000000;4650,000000;;A10;Others
4638;19/10/2023;409;FEAR GROUP;GKA6;Group Sales GKA6;GKA6;Sales Customer GKA6;ADT;Company ADT;FE01621;422120FE;NEW;1,00;2500,000;EUR;1,000000;52,000000;52,000000;125,000000;125,000000;1300,000000;1300,000000;1300,000000;1300,000000;3125,000000;3125,000000;3125,000000;3125,000000;0,011900;BOLTS;20231219;3125,000000;3125,000000;;A10;Others
4639;19/10/2023;022;BRBO GROUP;GK67;Group Sales GK67;GKC4;Sales Customer GKC4;CHN;CHN;BR20-22;231080BR;NEW;1,00;2139000,000;CNY;6,750000;233,540000;34,600000;315,000000;46,670000;4995420,600000;4995420,600000;740062,310000;740062,310000;6737850,000000;6737850,000000;998200,000000;998200,000000;0,045000;AFP-HP;20250101;610663,850000;684358,700000;767049,160000;A02;Mobile
4640;19/10/2023;022;BRBO GROUP;GK67;Group Sales GK67;GKC4;Sales Customer GKC4;CHN;CHN;BR05--C;0L1080BR;NEW;1,00;2139000,000;CNY;6,750000;63,760000;9,450000;70,000000;10,370000;1363805,010000;1363805,010000;202045,190000;202045,190000;1497300,000000;1497300,000000;221822,220000;221822,220000;0,013400;BOLTS;20250101;166717,980000;186837,480000;209412,890000;A02;Mobile
4641;23/10/2023;355;STPA GROUP;GKA9;Group Sales GKA9;GKA9;Sales Customer GKA9;ADT;Company ADT;STA0003;0E8120ST;NEW;1,00;400000,000;EUR;1,000000;22,500000;22,500000;35,200000;35,200000;90000,000000;90000,000000;90000,000000;90000,000000;140800,000000;140800,000000;140800,000000;140800,000000;0,052780;BOLTS;20240215;140000,000000;140000,000000;140000,000000;A01;Mobile
4642;24/10/2023;363;BRE  GROUP;GK19;Group Sales GK19;GK16;Sales Customer GK16;ESX;ESX;BRG8201;9Z0410BR;NEW;1,00;879272,000;EUR;1,000000;94,980000;94,980000;105,000000;105,000000;835132,550000;835132,550000;835132,550000;835132,550000;923235,600000;923235,600000;923235,600000;923235,600000;0,109200;AFP-HP;20250401;147909,120000;414079,400000;636947,640000;A06;Interiors
